sample_id,source,original_index,text,true_label,true_label_name,pred_label,pred_label_name,target_class,target_class_name,outcome,neg_prob,pos_prob,confidence,original_len,tokens
test_33991,test,33991,진짜 궁금한게 주요정보 줄거리에는 4명의 마녀라 써져있는데배우/제작직 가서 봐보면 한지혜 빼고 나머지 배우들은 왜 다 조연임?나머지 3명의 마녀들은 그냥 들러리들인거임?,1,positive,1,positive,1,positive,TP,0.49030396342277527,0.5096960663795471,0.5096960663795471,30,진짜 궁금하다 주요 정보 줄거리 에는 4 명의 마녀 라 써다 배우 / 제작 직 가다 보다 보다 한지혜 빼다 나머지 배우 왜 다 조 연 임 ? 나머지 3
test_4192,test,4192,극장가서 볼만한 영화는 아니다. 이것이 일본영화의 한계 드라마용..,0,negative,0,negative,0,negative,TN,0.8498094081878662,0.15019065141677856,0.8498094081878662,16,극 장가 서 볼 만 영화 아니다 . 것 일 본 영화 한계 드라마 용 ..
test_2440,test,2440,아...,0,negative,0,negative,0,negative,TN,0.6521952152252197,0.3478047847747803,0.6521952152252197,2,아 ...
test_46740,test,46740,"스타일,캐릭터,시놉시스까지 모두완벽. 제일 대박은 역시 연기지휘와 플롯, 대사",1,positive,1,positive,1,positive,TP,0.002144842641428113,0.9978551268577576,0.9978551268577576,18,"스타일 , 캐릭터 , 시놉시스 까지 모두 완벽 . 제일 대박 역시 연 기 지휘 플롯 , 대사"
test_22555,test,22555,삼류저질쓰레기영화 안쪽팔리냐 니몸매 잘구경하고감~,0,negative,0,negative,0,negative,TN,0.9977376461029053,0.0022623601835221052,0.9977376461029053,14,삼류 저 질 쓰레기 영화 안 쪽팔리다 니 몸매 자다 구경 하고 감 ~
test_37321,test,37321,ㅋㅋ아... ㅋㅋ ㅜㅜ,0,negative,1,positive,1,positive,FP,0.3709651529788971,0.6290348172187805,0.6290348172187805,5,ㅋㅋ 아 ... ㅋㅋ ㅜㅜ
test_27576,test,27576,아이가 재밌게 잘 봤다고 하네요 저역시 만족해요,1,positive,1,positive,1,positive,TP,0.0050842901691794395,0.9949157238006592,0.9949157238006592,7,아이 재밌다 자다 보다 저 역시 만족하다
test_16870,test,16870,진짜노잼..시간이너무아깝다,0,negative,0,negative,0,negative,TN,0.9990665316581726,0.0009335357462987304,0.9990665316581726,6,진짜 노잼 .. 시간 너무 아깝다
test_4488,test,4488,홍수아 사랑해 앞으로도 계속,0,negative,1,positive,1,positive,FP,0.0499860979616642,0.9500139355659485,0.9500139355659485,5,홍수아 사랑 앞 으로도 계속
test_49117,test,49117,이거 왜 만들었을까 ? -_-,0,negative,0,negative,0,negative,TN,0.9824835658073425,0.01751640811562538,0.9824835658073425,5,거 왜 만들다 ? -_-
test_10264,test,10264,대한민국 영화 정말 실망스럽네요. 딱 3점짜리 영화입니다. 정말 재미없습니다.,0,negative,0,negative,0,negative,TN,0.9965399503707886,0.003460133681073785,0.9965399503707886,16,대한민국 영화 정말 실망 스럽다 . 딱 3 점 짜다 영화 이다 . 정말 재미없다 .
test_42552,test,42552,먹먹하고 짠한.. 여운이 남는 영화,1,positive,1,positive,1,positive,TP,0.0008738391916267574,0.999126136302948,0.999126136302948,7,먹다 먹다 짠하다 .. 여운 남다 영화
test_47712,test,47712,임창정 코미디의 발전형태.,1,positive,0,negative,0,negative,FN,0.7672140002250671,0.23278604447841644,0.7672140002250671,5,임창정 코미디 발전 형태 .
test_27030,test,27030,젊은시절로 돌아가는 영화보다는 이렇게 바뀌는것도 괜찮지...특히 엄마와 딸이라는 설정이 흥미롭고 풀어가는 방식또한 색다르다.,1,positive,1,positive,1,positive,TP,0.04759230464696884,0.952407717704773,0.952407717704773,22,젊다 시절 로 돌아가다 영화 보다는 이렇게 바뀌다 괜찮다 ... 특히 엄마 딸 이라는 설정 흥미 롭고 풀다 방식 또한 색다르다 .
test_8416,test,8416,생각보다 별로인데 우리딸 때문에,0,negative,0,negative,0,negative,TN,0.7063176035881042,0.29368242621421814,0.7063176035881042,7,생각 보다 별로 인데 우리 딸 때문
test_27804,test,27804,언디스퓨티드2가 재미있길래 한번 다운받아서 봤는데 이 영화 역시 정말 재미있네요,1,positive,1,positive,1,positive,TP,0.004489701706916094,0.9955103397369385,0.9955103397369385,14,언 디스 퓨티드 2 가다 재미있다 한번 다운 받다 보다 영화 역시 정말 재미있다
test_19708,test,19708,아 스페인 영화 실망이네,0,negative,0,negative,0,negative,TN,0.9973740577697754,0.0026259380392730236,0.9973740577697754,5,아 스페인 영화 실망 이네
test_15531,test,15531,난 더빙판으로 안 봐서 그런지 굉장했지요.,1,positive,1,positive,1,positive,TP,0.34020695090293884,0.6597930192947388,0.6597930192947388,8,난 더빙 판 안 보다 그렇다 굉장하다 .
test_8955,test,8955,고생해서 10점 준당 ㅋ,1,positive,1,positive,1,positive,TP,0.14435020089149475,0.8556497693061829,0.8556497693061829,5,고생 10 점 주다 ㅋ
test_9373,test,9373,역시 검은조직이 나와야 재밋음. 검은조직 좀 자주나와라!! 조직 이름도 공개하고!!!,1,positive,1,positive,1,positive,TP,0.02804855816066265,0.9719514846801758,0.9719514846801758,16,역시 검다 조직 나오다 재밋음 . 검다 조직 자주 나와라 !! 조직 이름 공개 하고 !!!
test_30023,test,30023,오우 깜놀 겁나통쾌,1,positive,1,positive,1,positive,TP,0.03092724084854126,0.9690727591514587,0.9690727591514587,4,오우 깜놀 겁나다 통쾌
test_43653,test,43653,두말할 필요없는 쓰레기영화~~,0,negative,0,negative,0,negative,TN,0.9251096844673157,0.07489030063152313,0.9251096844673157,6,두 말 필요없다 쓰레기 영화 ~~
test_5755,test,5755,원석 자체는 나쁘지 않다는 평에 정말 공감.,0,negative,1,positive,1,positive,FP,0.0858374834060669,0.9141625761985779,0.9141625761985779,9,원 석 자체 나쁘다 않다 평 정말 공감 .
test_42686,test,42686,정말 잘 만든 사극,1,positive,1,positive,1,positive,TP,0.18712696433067322,0.8128730654716492,0.8128730654716492,4,정말 자다 만들다 사극
test_16483,test,16483,최고의 액션을 담은 드라마.,1,positive,1,positive,1,positive,TP,0.08697198331356049,0.9130280017852783,0.9130280017852783,6,최고 액션 을 담다 드라마 .
test_30301,test,30301,진짜 말도 안되는 어처구니 없는 영화,0,negative,0,negative,0,negative,TN,0.8981244564056396,0.10187558084726334,0.8981244564056396,6,진짜 말 안되다 어처구니 없다 영화
test_34787,test,34787,쓰레기 초딩용 영화. 망할만 했다. 80년대 구니스만도 못한 영화. 차라리 구니스를 한번 더 보는 게 나을 듯,0,negative,0,negative,0,negative,TN,0.9950823783874512,0.004917692393064499,0.9950823783874512,22,쓰레기 초딩 용 영화 . 망하다 . 80년 대 구니스 만도 못 영화 . 차라리 구니스 한번 더 보다 게 나다 듯
test_18036,test,18036,살다살다 이렇게 재미없는 영화는 또 오래간만이다. 2009년작이라고 해서 한번더 놀람,0,negative,0,negative,0,negative,TN,0.7602766752243042,0.23972326517105103,0.7602766752243042,14,살다 살다 이렇게 재미없다 영화 또 오래간만 이다 . 2009년 작이라고 한번 더 놀람
test_12465,test,12465,티라노가져서 1점줌니다,0,negative,0,negative,0,negative,TN,0.9673567414283752,0.032643284648656845,0.9673567414283752,5,티라노 가다 1 점 주다
test_21949,test,21949,미국식농담 좋아하는사람 정~말 재밌게볼수 있다. 본인 코드랑은 딱맞았음ㅋㅋ,1,positive,0,negative,0,negative,FN,0.7351819276809692,0.2648180425167084,0.7351819276809692,18,미국 식 농담 좋아하다 사람 정 ~ 말 재밌다 보다 있다 . 본인 코드 랑은 딱 맞다 ㅋㅋ
test_26742,test,26742,왜 슈렉영화는 점점 기대이하가 되는지...,0,negative,0,negative,0,negative,TN,0.9589926600456238,0.041007354855537415,0.9589926600456238,9,왜 슈렉 영화 점점 기 대 이하 되다 ...
test_25932,test,25932,보지마삼 진ㅉㅏ보지마삼 1점도 주기아까워요,0,negative,0,negative,0,negative,TN,0.9615482091903687,0.038451794534921646,0.9615482091903687,10,보다 삼 진 ㅉㅏ 보다 삼 1 점도 주기 아깝다
test_21695,test,21695,"연기도, 스토리도, 결말도 모두 완벽! 적어도 나에게는..게일이랑 랜디 정말 멋진 배우인데..떴으면 좋겠다..ㅜㅜ",1,positive,1,positive,1,positive,TP,0.0017108072061091661,0.998289167881012,0.998289167881012,24,"연기 , 스토리 , 결말 모두 완벽 ! 적어도 나 에게는 .. 게일 이랑 랜디 정말 멋지다 배우 인데 .. 뜨다 좋다 .. ㅜㅜ"
test_37540,test,37540,개인차가 있겠지만 신선하다.,1,positive,1,positive,1,positive,TP,0.05258624255657196,0.9474137425422668,0.9474137425422668,5,개인 차갑다 있다 신선하다 .
test_1511,test,1511,이 정도면 괜찮게 본거 같은데 점수가..,1,positive,1,positive,1,positive,TP,0.20373006165027618,0.7962698936462402,0.7962698936462402,7,정도 면 괜찮다 보다 같다 점수 ..
test_27426,test,27426,'평가할 가치가 없다' '엉망진창'이 맞는 단어 평점쓰는 시간도 아깝네,0,negative,0,negative,0,negative,TN,0.9939339756965637,0.006065976805984974,0.9939339756965637,15,' 평가 가치 없다 ' ' 엉망 진창 ' 맞다 단어 평점 쓰다 시간 아깝다
test_45376,test,45376,진짜 무서움 말이 필요없음,1,positive,1,positive,1,positive,TP,0.04331003129482269,0.9566900134086609,0.9566900134086609,4,진짜 무서움 말 필요없다
test_31126,test,31126,너무 슬픈영화입니다. 갑자기 엄마가해준 김치가너무먹고싶네요 여배우 두분의 절실한 호흡이 돋보이는 영화였습니다. 영화보실때 휴지꼭 챙겨서보십시오,1,positive,1,positive,1,positive,TP,0.12226391583681107,0.8777360916137695,0.8777360916137695,27,너무 슬프다 영화 이다 . 갑자기 엄마 가하다 김치 너무 먹다 여배우 두 분 절실 호흡 돋보이다 영화 이다 . 영화 보다 때 휴지 꼭 챙기다 보다
test_46976,test,46976,배우의 연기로 내용 커버가능! 시사회 환경 증말 최악!,0,negative,0,negative,0,negative,TN,0.9758399128913879,0.024160077795386314,0.9758399128913879,12,배우 연기 로 내용 커버 가능 ! 시사회 환경 증말 최악 !
test_43487,test,43487,휴..마이너스인생..이조차 안아파야 청춘인것인가..암튼엄태구님 연기감탄,1,positive,0,negative,0,negative,FN,0.6189439296722412,0.3810560405254364,0.6189439296722412,18,휴 .. 마이너스 인생 .. 조차 안 아프다 청춘 인 것 인가 .. 암튼 엄태구 님 연기 감탄
test_18414,test,18414,바보부부이야기,1,positive,0,negative,0,negative,FN,0.8614295721054077,0.13857044279575348,0.8614295721054077,3,바보 부부 이야기
test_28819,test,28819,완전 쓰레기..보다가 오그라들어 채널 돌렷다,0,negative,0,negative,0,negative,TN,0.9954322576522827,0.00456774840131402,0.9954322576522827,7,완전 쓰레기 .. 보다 오그라들다 채널 돌다
test_11411,test,11411,2일만에 18화를 보게 만든 몰입감... 한국 의학드라마 최고의 명작이다.,1,positive,1,positive,1,positive,TP,0.0012937634019181132,0.9987062215805054,0.9987062215805054,16,2일 만에 18 화 보다 만들다 몰입 감 ... 한국 의학 드라마 최고 명작 이다 .
test_19564,test,19564,진짜 작가 바뀌고 못봐주겠다...초기엔 잼있었는데 오늘보다가 리모컨 부셔버릴뻔..악플 웬만하면 안다는 사람인데... 이 드라마는 진짜 쓰레기 똥 드라마네...,0,negative,0,negative,0,negative,TN,0.9812619090080261,0.018738068640232086,0.9812619090080261,30,진짜 작가 바뀌다 못 보다 ... 초기 엔 재다 오늘 보다 가다 리모컨 불다 버리다 뻔 .. 악플 웬만하다 안다 사람 인데 ... 드라마 진짜 쓰레기 똥 드라마 네 ...
test_45261,test,45261,밋밋하고 싸한 느낌이 남는다,0,negative,0,negative,0,negative,TN,0.8801758289337158,0.11982416361570358,0.8801758289337158,4,밋밋하다 싸하다 느낌 남다
test_11927,test,11927,나는 그냥 영화보면 대부분재밋게보는데 이건 진짜 재미없고 돈아깝다....,0,negative,0,negative,0,negative,TN,0.9921708106994629,0.007829122245311737,0.9921708106994629,15,나 그냥 영 화보 면 대부분 재밋 게 보다 이건 진짜 재미없다 돈 아깝다 ....
test_28883,test,28883,아직은 낯선 컬트식 영화. 사운드가 가슴에 와 닿는...,1,positive,1,positive,1,positive,TP,0.026690131053328514,0.9733098149299622,0.9733098149299622,11,아직 낯선 컬트 식 영화 . 사운드 가슴 오다 닿다 ...
test_34953,test,34953,이게 혹성탈출보다 낫다는건 도대체 어떤 원숭이 대가리 속에서 나온 생각이냐. 한국영화라는 이유로 이렇게 빨아대니까 저생키들이 시장에서도 안팔 50원짜리 스토리로 팔아대잖아. 평생 호구노릇이나 해라.,0,negative,0,negative,0,negative,TN,0.783185601234436,0.21681435406208038,0.783185601234436,30,게 혹성탈출 보다 낫다 건 도대체 어떻다 원숭이 대가리 속 에서 나오다 생각 이냐 . 한국영 화 라는 이유 로 이렇게 빨 아대 니까 저 생키 시장 에서도 안팔 50원
test_24561,test,24561,다른사람이 고통을 느끼면 나도 불편하고 ...이게 왜 잼밌는건지?,0,negative,0,negative,0,negative,TN,0.8552977442741394,0.1447022706270218,0.8552977442741394,12,다른사람 고통 을 느끼다 나다 불편하다 ... 게 왜 잼밌는건 지 ?
test_49092,test,49092,재미가...안타깝네....,0,negative,1,positive,1,positive,FP,0.44696930050849915,0.5530307292938232,0.5530307292938232,4,재미 ... 안타깝다 ....
test_28416,test,28416,아~ 너무 가슴이 아프다,1,positive,1,positive,1,positive,TP,0.006174779962748289,0.9938251972198486,0.9938251972198486,5,아 ~ 너무 가슴 아프다
test_40012,test,40012,신부가 짜증나서 죽기만을 바랬다.,0,negative,0,negative,0,negative,TN,0.9875621795654297,0.012437857687473297,0.9875621795654297,5,신부 짜증나다 죽다 바랬다 .
test_37809,test,37809,골든 라즈베리 상을 받는 이유가 있다.,0,negative,0,negative,0,negative,TN,0.5732285976409912,0.4267713725566864,0.5732285976409912,8,골든 라즈베리 상 을 받다 이유 있다 .
test_1418,test,1418,굳뜨!!! 완죤 내 스타일이닷!!,1,positive,1,positive,1,positive,TP,0.012869120575487614,0.9871309399604797,0.9871309399604797,8,굳다 뜨다 !!! 완죤 내 스타 이다 !!
test_35932,test,35932,"탤런트들이 출연하는 성인 TV문학관, 소재가 아깝다....",0,negative,0,negative,0,negative,TN,0.9982110261917114,0.0017889982555061579,0.9982110261917114,9,"탤런트 출연 성인 TV 문학관 , 소재 아깝다 ...."
test_45086,test,45086,재밌냐..,0,negative,1,positive,1,positive,FP,0.040145229548215866,0.9598548412322998,0.9598548412322998,2,재밌다 ..
test_1502,test,1502,역사왜곡은 뭐 각색의 영역이라 그렇다치고 영화자체로도 참 B급 스런 쌈마이영화.그냥 머리를 비우고 멍하니 시간을 때우고 싶은게 아니라면 추천하진 않습니다,0,negative,0,negative,0,negative,TN,0.8364347815513611,0.16356518864631653,0.8364347815513611,27,역사왜곡 뭐 각색 영역 이라 그렇다 영화 자체 로 차다 B 급 스럽다 싸다 이영화 . 그냥 머리 비우다 멍하니 시간 을 때우다 싶다 아니다 추천 않다
test_42040,test,42040,"무조건 감싸고 지켜주는 것이 사랑이 아닌, 그의 앞길을 지켜봐주는 것도 사랑이란 것을! 부성애가 느껴지는 감동적인 애니메이션이었습니다",1,positive,1,positive,1,positive,TP,0.0044113341718912125,0.9955886602401733,0.9955886602401733,26,"무조건 감싸다 지키다 것 사랑 아니다 , 그 앞길 을 지켜보다 것 사랑 이란 것 을 ! 부 성 애가 느껴지다 감동 적 인 애니메이션 이다"
test_628,test,628,개쩐다는 말밖에 나오지 않는다.,1,positive,1,positive,1,positive,TP,0.09929461032152176,0.9007053971290588,0.9007053971290588,7,개 쩐다 말 밖에 나오다 않다 .
test_7347,test,7347,감동적이고 정말최고입니다.,1,positive,1,positive,1,positive,TP,0.0009002970182336867,0.9990997314453125,0.9990997314453125,7,감동 적 이고 정말 최고 이다 .
test_12160,test,12160,그지가틈...여자병맛짜증나미1치는줄별한개도아까어별느낌도없슴...,0,negative,0,negative,0,negative,TN,0.9996315240859985,0.00036846453440375626,0.9996315240859985,20,그 지 가다 틈 ... 여자 병맛 짜증 나미 1 치다 별 한개 도아 끄다 별 느낌 없다 슴 ...
test_33181,test,33181,정말 ..말로표현 못할 진한향수가 눈을 적시네요,1,positive,1,positive,1,positive,TP,0.03683679178357124,0.9631631970405579,0.9631631970405579,10,정말 .. 말로 표현 못 진하다 향수 눈 을 적다
test_1426,test,1426,광고영상에 나오는게 전부인 영화.,0,negative,0,negative,0,negative,TN,0.8485308289527893,0.1514691561460495,0.8485308289527893,7,광고 영상 나오다 전부 인 영화 .
test_33424,test,33424,난또 포스터보고 닌자 액션류인지알고 .. 이런것도 영화라함? 별영화를 다만드네 락매냐들만 보는그런건가..쩝,0,negative,0,negative,0,negative,TN,0.9795209765434265,0.020479025319218636,0.9795209765434265,27,난또 포스터 보고 닌자 액션 류 인지 알 고 .. 이런 것 영화 라 함 ? 별 영화 다만드 네 락매냐들 만 보다 그런 건가 .. 쩝
test_38004,test,38004,이영화는 극장에서 보는거와 집에서보는거랑 차이가 너무크다 한 백배정도,1,positive,0,negative,0,negative,FN,0.634016752243042,0.3659832179546356,0.634016752243042,13,이영화 극장 에서 보다 집 에서 보다 차이 너 무크 다 백배 정도
test_48409,test,48409,"우주의 황홀함, 지구의 고마움. IMAX 3D로 느끼다",1,positive,1,positive,1,positive,TP,0.29755789041519165,0.7024421095848083,0.7024421095848083,11,"우주 황홀하다 , 지구 고마움 . IMAX 3 D 로 느끼다"
test_14174,test,14174,재밌당 ㅎㅎ,1,positive,1,positive,1,positive,TP,0.013476395048201084,0.9865236878395081,0.9865236878395081,2,재밌다 ㅎㅎ
test_27140,test,27140,진짜 최고 무한 쌍권총 액션은 진짜 최고다 ㅎ,1,positive,1,positive,1,positive,TP,0.0003407566691748798,0.9996592998504639,0.9996592998504639,9,진짜 최고 무한 쌍 권총 액션 진짜 최고다 ㅎ
test_29736,test,29736,굳굳굳굳굳,1,positive,1,positive,1,positive,TP,1.8437282051309012e-05,0.9999815225601196,0.9999815225601196,5,굳다 굳다 굳다 굳다 굳다
test_14941,test,14941,짱이다!짱짱!너무재밌고멋지다!,1,positive,1,positive,1,positive,TP,4.312140299589373e-05,0.9999568462371826,0.9999568462371826,9,짱 이다 ! 짱짱 ! 너무 재밌다 멋지다 !
test_19341,test,19341,재밌게 본 공포영화중 하나~굿굿! 정말 보고나서 여운이 남는영화였음ㅋ,1,positive,1,positive,1,positive,TP,8.782248914940283e-05,0.9999121427536011,0.9999121427536011,15,재밌다 보다 공포영화 중 하나 ~ 굿굿 ! 정말 보다 여운 남다 영화 이다 ㅋ
test_16046,test,16046,최악이다 최악최악최악,0,negative,0,negative,0,negative,TN,0.9999997615814209,2.2150790357500227e-07,0.9999997615814209,5,최악 이다 최악 최악 최악
test_14112,test,14112,별반개도아깝다OO,0,negative,0,negative,0,negative,TN,0.9999105930328369,8.940157567849383e-05,0.9999105930328369,4,별 반개 아깝다 OO
test_39367,test,39367,최악 지루,0,negative,0,negative,0,negative,TN,0.9999096393585205,9.033360402099788e-05,0.9999096393585205,2,최악 지루
test_45299,test,45299,완전 꿀잼이네ㅋㅋㅋㅋ,0,negative,1,positive,1,positive,FP,0.003581124125048518,0.996418833732605,0.996418833732605,4,완전 꿀잼 이네 ㅋㅋㅋㅋ
test_43662,test,43662,"사람들 왈, 동물은 하늘나라에 갈 수 없다고들 생각하지만, 그들이 우리 인간보다 훨씬 먼저 하늘나라에서 살고 있을 수도 있다.",0,negative,1,positive,1,positive,FP,0.004886787850409746,0.9951131939888,0.9951131939888,25,"사람 왈 , 동물 하늘나라 갈다 수 없다 들다 생각 , 그 우리 인간 보다 훨씬 먼저 하늘나라 에서 살 고 있다 수도 있다 ."
test_44058,test,44058,90년대중반 게임을 즐겨본 나는 영화로 나왔을때 조금...... 재미있었다.,0,negative,1,positive,1,positive,FP,0.026681184768676758,0.973318874835968,0.973318874835968,14,90년 대중반 게임 을 즐기다 보다 나 영화로 나오다 때 조금 ...... 재미있다 .
test_6533,test,6533,이거 송어 찍은 감독 맞어? 정말 실망이다.,1,positive,0,negative,0,negative,FN,0.9979118704795837,0.0020881390664726496,0.9979118704795837,10,거 송어 찍다 감독 맞다 ? 정말 실망 이다 .
test_28966,test,28966,ㅋㅋㅋ 스파이크 강시브리시브테니스 테니스,1,positive,0,negative,0,negative,FN,0.9899752736091614,0.01002468541264534,0.9899752736091614,7,ㅋㅋㅋ 스파이크 강시 브리 시브 테니스 테니스
custom_1,custom,,이 영화 진짜 시간 가는 줄 모르고 봤어요,,,1,positive,1,positive,custom,0.238169863820076,0.7618301510810852,0.7618301510810852,7,영화 진짜 시간 가다 줄 모르다 보다
custom_2,custom,,완전 최악이고 시간이 아까웠다,,,0,negative,0,negative,custom,0.9998316764831543,0.0001682961155893281,0.9998316764831543,5,완전 최악 이고 시간 아깝다
custom_3,custom,,배우는 좋았지만 스토리는 너무 지루했다,,,0,negative,0,negative,custom,0.9968549013137817,0.003145118011161685,0.9968549013137817,5,배우다 좋다 스토리 너무 지루하다
custom_4,custom,,생각보다 지루하지 않고 감동적이었다,,,1,positive,1,positive,custom,0.027373405173420906,0.9726266264915466,0.9726266264915466,7,생각 보다 지루하다 않다 감동 적 이다
custom_5,custom,,재미는 있는데 결말이 별로였다,,,0,negative,0,negative,custom,0.9601187109947205,0.03988126665353775,0.9601187109947205,5,재미 있다 결말 별로 이다
